Dist_Name,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Total_Casualties,Flooded_Population_Proxy,Hazard_Exposure_Product,Duration_Weighted_Inundation,Infrastructure_Risk_Score,Risk_Level
Mamit,1.381857077,0.0,1.381857077,7,0,138551,3.0,7,1914.57679875427,16.359807296297234,4.145571231,14.68,Low
Mancherial,2.37206874,1.035405769,1.336662971,1,0,750195,10.0,1,17795.141084043,32.089558890210206,23.7206874,27.08,Moderate
Mandi,0.910437082,0.174020686,0.736416396,187,26,1131583,4.0,213,10302.351245608059,12.690699913296777,3.641748328,23.1,Low
Mandla,1.57739714,0.911846658,0.665550482,10,0,1110768,7.0,10,17521.2226640352,21.95825646247495,11.04177998,25.86,Moderate
Mandsaur,1.435703116,1.47147063,0.035767514,27,1,1424619,5.0,28,20453.29937412804,20.3430742285377,7.17851558,25.69,Moderate
Mandya,2.146957544,0.730831983,1.416125561,43,4,1886354,10.0,47,40499.219509545765,31.023873483341415,21.46957544,30.37,High
Mansa,2.763547618,0.004390434,2.759157184,37,0,742955,5.0,37,20531.9152053119,37.35872029423482,13.81773809,24.23,Moderate
Mathura,4.807455013,0.0,4.807455013,115,5,3064227,23.0,120,147311.33452119952,71.8008127561387,110.57146529900001,42.96,Critical
Mau,4.820667589,0.274573764,4.546093825,50,0,2493398,24.0,50,120198.42925077422,71.0043716810186,115.69602213600001,42.83,Critical
Mayurbhanj,1.289395367,0.185356663,1.104038704,40,2,2891283,23.0,42,37280.06904885861,19.18260726230988,29.656093441,38.48,Critical
Medak,1.038975884,0.130629891,0.908345993,38,1,858985,14.0,39,8924.6469971774,14.196055201865732,14.545662376000001,28.03,Moderate
Medchal Malkajgiri,0.338814937,0.108188415,0.230626522,6,1,3917267,15.0,7,13272.28571817179,5.143517381347992,5.082224054999999,33.79,High
Medinipur West,7.838525951,0.025978003,7.812547948,294,10,5510554,10.0,304,431946.20533386857,121.67097862388746,78.38525951,41.37,Critical
Meerut,3.284379909,0.007909836,3.276470073,213,10,3877321,21.0,223,127345.95193143788,49.82619536566749,68.971978089,40.85,Critical
Mirpur,2.033481738,1.696173528,0.33730821,29,0,7110,8.0,29,144.5805515718,18.035759185173937,16.267853904,7.18,Low
Mirzapur,4.158753681,1.473547713,2.685205968,206,0,3135271,21.0,206,130388.19812182552,62.207579479205634,87.33382730100001,41.57,Critical
Moga,2.73145838,0.0,2.73145838,8,1,1027279,6.0,9,28059.698331480202,37.810008012982564,16.38875028,26.07,Moderate
Mokokchung,1.200974196,0.0,1.200974196,0,0,168849,7.0,0,2027.8329202040402,14.45584540029174,8.406819372,17.6,Low
Mon,2.746283665,0.00464644,2.741637225,0,0,228717,7.0,0,6281.21761007805,33.88981349255566,19.223985655,20.7,Low
Moradabad,3.838687956,0.0,3.838687956,200,1,3696840,22.0,201,141910.15183259037,58.0524366126547,84.451135032,41.93,Critical
Morbi,0.897578925,1.089593543,0.192014618,48,2,1099951,21.0,50,9872.928361326749,12.486020355739104,18.849157425,33.28,High
Morena,3.024035354,0.36602215,2.658013204,57,0,2318601,5.0,57,70115.31395819754,44.321698491858356,15.12017677,29.2,High
Morigaon,15.71118817,2.221938191,13.48924998,81,3,1127394,8.0,84,177126.99275728982,218.9420092987338,125.68950536,44.26,Critical
Mulugu,2.920152054,0.667449464,2.25270259,17,0,308187,8.0,17,8999.52901066098,36.90624030403153,23.361216432,22.91,Low
Mumbai,0.013175876,0.012175873,0.001000003,1016,437,2831580,3.0,1453,373.0854696408,0.19574536969013878,0.039527627999999995,25.01,Moderate
Mumbai Suburban,0.915654785,0.914657543,0.000997242,145,77,10791581,3.0,222,98813.62780365086,14.828367173137197,2.746964355,31.74,High
Mungeli,2.354397777,0.519156343,1.835241434,2,4,784748,2.0,6,18476.08946705196,31.95652167240653,4.708795554,22.36,Low
Munger,15.77841256,2.040092021,13.73832054,134,4,1690301,22.0,138,266702.6652858056,226.26902784455316,347.12507632,54.13,Critical
Murshidabad,11.63868869,1.234154397,10.40453429,435,9,8350690,23.0,444,971910.812566961,185.49573096104666,267.68983987,55.73,Critical
Muzaffarabad,0.705240174,0.275433011,0.429807163,29,0,9108,8.0,29,64.23327504792,6.4296875121278,5.641921392,6.06,Low
Muzaffarnagar,1.484914141,0.003804991,1.48110915,146,13,3353539,21.0,159,49797.17483494998,22.311617610768717,31.183196961,38.07,Critical
Muzaffarpur,11.95012947,0.19126057,11.7588689,201,18,6144680,19.0,219,734297.215517196,186.79363753893657,227.05245993,52.19,Critical
Mysuru,1.66900183,1.291071277,0.377930553,75,14,3330925,8.0,89,55593.19920592751,25.0663394287326,13.35201464,31.06,High
Nabarangapur,0.945022433,0.509433477,0.435588956,3,0,1425811,8.0,3,13474.23380218163,13.391206053354116,7.560179464,26.53,Moderate
Nadia,10.67147424,0.744726558,9.926747682,230,3,5440236,24.0,233,580553.3833352064,165.5074495532694,256.11538176,53.26,Critical
Nagaon,13.62634202,0.20685283,13.41948919,144,5,2348489,8.0,149,320013.14344207774,199.8886690685832,109.01073616,43.95,Critical
Nagapattinam,12.49792911,4.028133598,8.469795512,81,5,1816255,6.0,86,226994.2623568305,180.1237512044627,74.98757465999999,41.66,Critical
Nagarkurnool,2.158570923,0.873611522,1.284959401,1,0,978724,10.0,1,21126.45168042252,29.77534022697339,21.58570923,27.82,Moderate
Nagaur,0.318324761,0.004782392,0.313542369,30,0,3826407,24.0,30,12180.40093763727,4.8249875301604535,7.639794264000001,38.93,Critical
Nagpur,1.535057736,1.136796464,0.398261272,689,78,5242373,3.0,767,80473.45228647528,23.75085079379881,4.605173208,29.7,High
Nainital,0.775389314,0.026065252,0.749324062,91,6,1104668,3.0,97,8565.477627177519,10.789585959154348,2.326167942,22.2,Low
Nalanda,17.26579914,0.017069197,17.24872994,108,0,3649192,23.0,108,630062.1609529487,260.88651170784436,397.11338021999995,58.92,Critical
Nalbari,8.823179287,2.234621552,6.588557735,130,1,978546,10.0,131,86338.86798576702,121.7053830644175,88.23179287,36.44,High
Nalgonda,1.110181564,1.121014225,0.010832661,67,2,1795837,8.0,69,19937.051293490676,15.987705078851455,8.881452512,27.86,Moderate
Namakkal,0.411626715,0.022086664,0.389540051,29,4,2030160,8.0,33,8356.680917244,5.9783123195819465,3.29301372,27.12,Moderate
Namsai,4.082402322,0.299110207,3.783292115,4,1,120106,5.0,5,4903.21013286132,47.74834211815154,20.41201161,18.7,Low
Nanded,1.586913636,0.436541633,1.150372003,262,34,3861544,4.0,296,61279.368296139844,24.068049313380666,6.347654544,28.9,High
Nandurbar,1.936180535,1.1061674,0.830013135,43,6,2039682,4.0,49,39491.9258598987,28.1294212731724,7.74472214,27.02,Moderate
Narayanpet,1.584991037,0.815999907,0.76899113,11,0,669576,5.0,11,10612.71958590312,21.261706062913234,7.924955185,22.65,Low
Narayanpur,0.591873275,0.019401894,0.572471381,6,2,120311,2.0,8,712.08865588525,6.923641030149734,1.18374655,12.57,Low
Narmada,5.679248253,2.564251605,3.114996648,47,0,694589,11.0,47,39447.43364803017,76.39200568050948,62.471730783,31.93,High
Narsimhapur,2.214872889,0.238163477,1.976709412,14,0,1275736,7.0,14,28255.93079921304,31.138974600521767,15.504110223,26.96,Moderate
Nashik,0.73876734,0.729292944,0.009474396,158,70,7301954,3.0,228,53944.4513338236,11.675222451567189,2.21630202,29.91,High
Navsari,2.899986996,0.636447966,2.26353903,79,6,1457183,21.0,85,42258.11750792268,41.156662902893814,60.899726916,36.7,High
Nawada,1.840779083,0.079535975,1.761243108,98,23,2765346,25.0,121,50903.91074057718,27.30368098177534,46.019477075,40.12,Critical
Nayagarh,4.840654376,0.392848482,4.447805894,36,0,1012257,29.0,36,48999.86276686632,66.93508765043107,140.37897690399998,42.25,Critical
Neemuch,1.80618778,1.853193024,0.047005244,14,1,905934,6.0,15,16362.8692028652,24.774977172585416,10.837126679999999,25.06,Moderate
New Delhi,0.014199219,0.0,0.014199219,21,20,1064852,3.0,41,151.20066750588,0.19706169294664788,0.042597657000000004,21.12,Low
Nicobars,0.090612489,0.0,0.090612489,0,0,27340,7.0,0,24.773454492600003,0.9257101167624813,0.6342874230000001,9.0,Low
Nirmal,2.495939442,1.345821289,1.150118153,2,0,747102,10.0,2,18647.21348997084,33.75498103147928,24.959394420000002,27.32,Moderate
Niwari,2.347448333,0.208926357,2.138521976,2,0,474884,8.0,2,11147.65654168372,30.6830932784986,18.779586664,23.77,Moderate
Nizamabad,1.414979667,1.37012829,0.044851377,95,1,1716963,8.0,96,24294.67733991321,20.313544562658844,11.319837336,28.14,Moderate
Noney,2.73207358,0.05487921,2.67719437,56,18,58122,6.0,74,1587.9358061676,29.971712512361417,16.39244148,14.66,Low
North,1.725427554,0.0,1.725427554,19,9,2128488,3.0,28,36725.518435583515,25.14107185244812,5.176282662,25.97,Moderate
North  & Middle Andaman,1.3148171,0.0,1.3148171,0,0,101677,1.0,0,1336.866582767,15.159270842831047,1.3148171,12.19,Low
North  District,0.608832673,0.545185157,0.063647516,88,16,44583,3.0,104,271.43587060359,6.517633113170266,1.826498019,9.41,Low
North East,1.464774777,0.0,1.464774777,2,7,1444919,3.0,9,21164.809060080628,20.775727549047108,4.394324331,24.11,Moderate
North Garo Hills,1.505747627,0.0,1.505747627,13,0,191024,5.0,13,2876.3393470004803,18.310131444348915,7.528738135,17.29,Low
North Goa,4.159637042,2.577757251,1.581879791,7,4,718288,4.0,11,29878.17371624096,56.09115510653528,16.638548168,26.09,Moderate
North Tripura,1.542869002,0.0,1.542869002,96,1,417050,4.0,97,6434.535172841,19.966211896020912,6.171476008,19.85,Low
North Twenty Four Pargan*,18.6648469,7.43925593,11.22559097,294,16,10544399,19.0,310,1968095.9298751312,301.83120782504307,354.6320911,65.0,Critical
North West,0.1,0.0,0.1,2,4,2287355,3.0,6,2287.355,1.4642907123330655,0.30000000000000004,24.26,Moderate
Nuapada,1.647190051,0.35257892,1.294611131,25,0,702602,34.0,25,11573.190242127019,22.175373954997074,56.004461733999996,39.82,Critical
Nuh,0.669910248,0.0,0.669910248,2,0,1279625,7.0,2,8572.33901097,9.42033043215841,4.689371736,25.0,Moderate
Osmanabad,0.279521656,0.27922672,0.000294936,137,10,1913512,4.0,147,5348.68043015872,4.043127402214475,1.118086624,24.46,Moderate
Pakke Kessang,1.745384121,0.023431627,1.721952494,3,1,18414,5.0,4,321.39503204094,17.141279268323853,8.726920605,8.28,Low
Pakur,3.841519374,0.015471341,3.826048033,1,0,1077497,6.0,1,41392.25600926878,53.359288956246544,23.049116244,27.62,Moderate
Palakkad,2.435607291,0.550109826,1.885497465,104,38,3024581,6.0,142,73666.91535820071,36.34482238887056,14.613643746000001,30.19,High
Palamu,1.260455563,0.197368643,1.06308692,23,1,2294123,8.0,24,28916.40097556249,18.46045776553486,10.083644504,28.7,High
Palghar,2.015211138,1.112239022,0.902972116,78,4,3787472,3.0,82,76325.55759263136,30.524825495664427,6.045633414000001,28.99,High
Pali,0.420034216,0.028374093,0.391660123,136,8,2254626,18.0,144,9470.20064283216,6.144468473544368,7.560615888,33.43,High
Palwal,1.788990887,0.0,1.788990887,2,0,1312139,7.0,2,23474.04713477293,25.201818664367792,12.522936209,26.47,Moderate
Panch Mahals,0.963141904,0.574815885,0.388326019,86,2,1953336,22.0,88,18813.397541917442,13.951158395765548,21.189121888,36.06,High
Panchkula,0.322349702,0.040273471,0.282076231,18,6,597239,4.0,24,1925.19813672778,4.2872749941587,1.289398808,19.8,Low
Panipat,1.825319296,0.0,1.825319296,19,0,1456085,6.0,19,26578.200471161603,25.903585407143698,10.951915776,26.34,Moderate
Panna,0.90658603,0.165583402,0.741002628,8,0,1214594,7.0,8,11011.339525218202,12.701198882892836,6.346102210000001,25.14,Moderate
Papum Pare,0.846868747,0.021507801,0.825360946,73,9,245559,4.0,82,2079.56242644573,10.51073919651154,3.387474988,16.9,Low
Parbhani,3.612234955,0.631474073,2.980760882,230,15,2068053,4.0,245,74702.93335392616,52.52954922223815,14.44893982,28.97,High
Paschim Bardhaman,2.156244683,0.422563785,1.733680898,117,0,3727296,13.0,117,80369.62181967168,32.62655631678738,28.031180879,34.75,High
Pashchim Champaran,6.581510908,0.22060865,6.360902258,194,11,4925046,20.0,205,324142.4397140177,101.42005884918619,131.63021816,45.33,Critical
Pashchimi Singhbhum,0.910148694,0.04196336,0.868185334,2,0,1744372,3.0,2,15876.37897650168,13.080571236575562,2.730446082,24.19,Moderate
Patan,2.72529709,0.128901094,2.596395996,48,2,1464752,25.0,50,39918.8436317168,38.6915801758975,68.13242725,38.69,Critical
Pathanamthitta,1.224907042,0.233181386,0.991725656,132,30,1320089,6.0,162,16169.863121667378,17.262872754059917,7.349442251999999,25.3,Moderate
Pathankot,2.474306677,1.207937139,1.266369538,6,0,713016,7.0,6,17642.20249607832,33.346875746812096,17.320146739,25.29,Moderate
Patiala,4.903037722,0.000974475,4.902063247,80,74,2269761,5.0,154,111287.23802924441,71.75686676199821,24.51518861,31.29,High
Patna,20.26981192,1.449192516,18.8206194,381,30,6868950,16.0,411,1392323.24587884,319.0979592690263,324.31699072,61.48,Critical
Peddapalli,3.699961317,1.102681823,2.597279494,1,0,919259,10.0,1,34012.22740304103,50.805368658073036,36.99961317,29.54,High
Perambalur,0.714228873,0.002767237,0.711461636,32,4,600175,8.0,36,4286.623138527751,9.502799602586894,5.713830984,22.64,Low
Peren,0.587829484,0.001342531,0.586486953,1,0,96231,4.0,1,565.67419074804,6.745059537565687,2.351317936,12.85,Low
Phek,1.968885678,0.002356585,1.966529093,2,2,164195,4.0,4,3232.8118389921,23.6439860588895,7.875542712,16.66,Low
Pherzawl,2.387954764,0.021159458,2.366795306,0,0,54252,7.0,0,1295.5132185652799,26.032082467413808,16.715683348,14.54,Low
Pilibhit,3.104616978,0.672146699,2.432470279,98,1,2398821,23.0,99,74474.20403782938,45.60833952009076,71.406190494,40.12,Critical
Pithoragarh,0.525534276,0.108953862,0.416580414,1636,21,510103,3.0,1657,2680.76610790428,6.906765853200599,1.576602828,18.85,Low
Porbandar,5.378579118,0.51266173,4.865917388,49,2,660431,12.0,51,35521.80385479858,72.07645327432093,64.542949416,31.25,High
Prakasam,1.152408401,0.273749091,0.87865931,177,0,3731704,8.0,177,43004.47039645304,17.43867698948695,9.219267208,30.53,High
Pratapgarh,2.00394966,0.128855248,1.8750944120000002,165,9,1070109,23.0,174,21444.4456671294,27.821378213891773,46.090842179999996,35.38,High
Prayagraj,8.8123858,0.784955122,8.027430678,277,5,7094453,18.0,282,625190.568759674,139.01383422209472,158.6229444,48.53,Critical
Puducherry,1.760373358,0.820562264,0.939811094,6,0,1148821,4.0,6,20223.53881510918,24.564685754404294,7.041493432,24.42,Moderate
Pudukkottai,0.699430563,0.085746267,0.613684296,46,4,1827769,6.0,50,12783.97500703947,10.084814553328286,4.196583378,25.9,Moderate
Pulwama,3.270901569,0.279219117,2.991682452,76,17,1008086,4.0,93,32973.50079086934,45.21552055696348,13.083606276,25.57,Moderate
Punch,0.738012141,0.059684491,0.67832765,155,13,697454,4.0,168,5147.29519789014,9.930095996058466,2.952048564,20.93,Low
Pune,1.079353461,1.091416421,0.01206296,547,119,11979873,2.0,666,129305.17384890452,17.59209995353533,2.158706922,31.83,High
Purba Bardhaman,8.794297365,0.24975544,8.544541925,45,0,4891157,34.0,45,430142.8911690131,135.4580315177291,299.00611041,56.26,Critical
Purba Champaran,9.508604013,0.12116348,9.387440533,184,20,6322257,19.0,204,601158.3828141734,148.90081160751268,180.66347624699998,49.29,Critical
Purba Medinipur,17.52355839,2.04670632,15.47685207,302,17,5760374,10.0,319,1009422.5013723787,272.7807018449601,175.23558390000002,54.09,Critical
Purbi Singhbhum,1.736697053,0.089703785,1.646993268,32,0,2787911,3.0,32,48417.56817726283,25.773979679190287,5.210091159,27.09,Moderate
Puri,18.91181616,18.5900097,0.32180646,267,0,1855870,22.0,267,350978.722568592,272.97059541242885,416.05995552,63.92,Critical
Purnia,6.353941784,0.033127573,6.320814211,166,0,4127576,21.0,166,262263.77613035584,96.7908730366678,133.432777464,44.87,Critical
Puruliya,0.817297747,0.509342358,0.307955389,54,0,3407465,32.0,54,27849.13467481355,12.2933672778935,26.153527904,43.96,Critical
Rae Bareli,5.209973941,0.023735469,5.186238472,45,0,2819588,30.0,45,146899.8000435631,77.37906276153886,156.29921823,47.25,Critical
Raichur,1.42584206,0.565825072,0.860016988,141,34,2140588,8.0,175,30521.404035312797,20.783917370159802,11.40673648,28.76,High
Raigarh,1.6173588145000002,1.183541066,0.4338177485,328,93,1654533,3.0,421,26759.735314311285,23.15900931466514,4.852076443500001,25.23,Moderate
Raipur,1.037598285,0.445146211,0.592452074,39,66,2814996,3.0,105,29208.3502188186,15.408824023221175,3.112794855,26.39,Moderate
Raisen,1.851820563,0.547154614,1.304665949,56,12,1582981,5.0,68,29313.96766638303,26.43440700165558,9.259102815,26.31,Moderate
Rajanna Sircilla,0.563623248,0.564767428,0.00114418,1,0,587140,9.0,1,3309.2575383072,7.486619030304401,5.072609232,23.14,Low
Rajgarh,0.937282124,0.464455125,0.472826999,21,3,1797738,5.0,24,16849.87691035512,13.49877494311257,4.68641062,25.66,Moderate
Rajkot,0.801285355,0.493588848,0.307696507,1726,8,3534875,18.0,1734,28324.435692556246,12.081931848461169,14.42313639,35.84,High
Rajnandgaon,0.602269912,0.353818517,0.248451395,23,14,1792617,2.0,37,10796.39282839704,8.672197496384607,1.204539824,23.44,Low
Rajouri,0.301855404,0.017946919,0.283908485,109,18,659577,4.0,127,1990.9688180410799,4.044667872490119,1.207421616,20.16,Low
Rajsamand,0.253865414,0.088450607,0.165414807,17,0,1353032,32.0,17,3434.8802883524804,3.5840361952518855,8.123693248,39.45,Critical
Ramanagara,1.21544654,0.259579863,0.955866677,23,1,1168086,17.0,24,14197.460871224403,16.980855235794753,20.66259118,31.28,High
Ramanathapuram,3.269130248,1.290662657,1.978467591,103,17,1550443,7.0,120,50686.001090998645,46.59835222118103,22.883911736,29.39,High
Ramban,0.754358554,0.309949623,0.444408931,49,18,360350,5.0,67,2718.331049339,9.651892350764133,3.77179277,18.99,Low
Ramgarh,0.955188073,0.516207464,0.438980609,4,11,1068909,2.0,15,10210.09127922357,13.260064103423142,1.910376146,21.87,Low
Rampur,4.515924008,0.0,4.515924008,52,0,2830370,23.0,52,127817.35834522959,67.08819836670607,103.86625218399999,42.28,Critical
Ranchi,0.833116849,0.368094084,0.465022765,45,6,3525357,5.0,51,29370.343154400933,12.559646849841863,4.165584245,28.18,Moderate
Ranga Reddy,0.412349188,0.327322292,0.085026896,1,0,3667925,4.0,1,15124.658953949,6.232714442758259,1.649396752,27.22,Moderate
Ranipet,1.50587668,0.142824545,1.363052135,16,4,1198951,10.0,20,18054.723513626803,21.077693245259955,15.0587668,27.58,Moderate
Ratlam,0.690751655,0.102150461,0.588601194,24,0,1682145,6.0,24,11619.444426999751,9.902326243924964,4.14450993,25.56,Moderate
Ratnagiri,1.554240455,0.978975411,0.575265044,280,72,1532470,3.0,352,23818.2687007385,22.136101858559716,4.6627213649999995,24.78,Moderate
Rayagada,1.514776096,0.065376151,1.449399945,31,0,1127993,31.0,31,17086.56832855328,21.109846043433297,46.958058976000004,39.68,Critical
Reasi,1.749523708,0.510462262,1.239061446,63,18,394393,5.0,81,6899.99903769244,22.542797882314378,8.74761854,20.64,Low
Rewa,0.994456438,0.175699644,0.818756794,38,25,2794552,5.0,63,27790.60227725776,14.76089861963362,4.9722821900000005,27.39,Moderate
Rewari,0.830835644,0.002779906,0.828055738,5,0,1012074,6.0,5,8408.67153565656,11.488390864978216,4.985013864,23.68,Moderate
Ribhoi,1.874505797,0.159366599,1.715139198,14,1,389832,3.0,15,7307.42343856104,24.131401118050828,5.623517391,19.45,Low
Rohtak,1.003708527,0.003867208,0.999841319,52,5,1194736,7.0,57,11991.667107138719,14.045331673029102,7.025959689,25.14,Moderate
Rohtas,4.672962273,0.800130744,3.872831529,82,0,3605080,29.0,82,168464.0283114684,70.55170587074444,135.51590591700003,47.24,Critical
Rudraprayag,1.443384607,0.040330005,1.403054602,1324,79,248925,2.0,1403,3592.9451329747503,17.93392519778283,2.886769214,16.51,Low
Rupnagar,8.530840592,0.471251752,8.05958884,48,6,716979,6.0,54,61164.33556811569,115.01964504739871,51.185043552,31.9,High
Sabar Kantha,0.981927574,0.655214573,0.326713001,91,0,1581118,16.0,91,15525.433619477319,14.015684018401489,15.710841184,31.74,High
Sagar,0.895085498,0.240442317,0.654643181,46,8,2792584,5.0,54,24996.01440346832,13.285287034288116,4.47542749,27.29,Moderate
Saharanpur,2.705190205,0.020060771,2.685129434,215,9,4096003,23.0,224,110804.67195250615,41.187934122715106,62.219374715,41.54,Critical
Saharsa,8.841447371,0.644150281,8.19729709,167,9,2422652,23.0,176,214197.50156247892,129.97258109793955,203.35328953299998,47.18,Critical
Sahibganj,8.050315684,2.307096524,5.74321916,3,0,1863699,5.0,3,150033.65289955115,116.23105612145618,40.251578419999994,35.14,High
Sahibzada Ajit Singh Nag*,0.112972873,0.010724633,0.10224824,0,0,1662669,10.0,0,1878.3649377803702,1.6182161237244195,1.12972873,27.13,Moderate
Saiha,2.96841934,0.016731928,2.951687412,7,0,65651,4.0,7,1948.7969809034,32.92607345555523,11.87367736,14.25,Low
Salem,1.698807354,0.995995874,0.70281148,64,9,3947265,6.0,73,67056.42810186809,25.80239282304522,10.192844124,30.49,High
Samastipur,14.7707354,0.395790839,14.37494456,152,10,5463227,21.0,162,806958.804471358,229.14654780439128,310.1854434,56.42,Critical
Samba,0.669356657,0.039351707,0.63000495,33,0,433040,6.0,33,2898.5820674728,8.687304069244158,4.016139942000001,20.12,Low
Sambalpur,1.95082885,1.296871576,0.653957274,191,0,1271970,21.0,191,24813.957723344996,27.421002917002195,40.96740585,35.22,High
Sambhal,2.052578084,0.044450144,2.00812794,46,10,2818198,23.0,56,57845.71451172631,30.484086296604527,47.209295931999996,39.26,Critical
Sangareddy,1.457531752,1.462695895,0.005164143,6,1,1729145,7.0,7,25202.837413120396,20.934729989199305,10.202722264,27.66,Moderate
Sangli,0.816411266,0.371511861,0.444899405,107,13,3253446,4.0,120,26561.499677226362,12.242271122285253,3.265645064,27.26,Moderate
Sangrur,2.448919322,0.0,2.448919322,44,1,1835441,7.0,45,44948.46929291002,35.320263513672444,17.142435254,28.62,High
Sant Kabir Nagar,6.190358252,0.19440129,5.995956962,48,1,1990205,23.0,49,123200.8194492166,89.7834005052656,142.378239796,43.0,Critical
Saraikela-kharsawan,1.982457722,1.685259625,0.297198097,1,0,1170854,2.0,1,23211.68553634588,27.70136707324208,3.964915444,23.89,Moderate
Saran,13.6847545,1.299936265,12.38481824,177,2,4674827,22.0,179,639738.598249715,210.16639426160654,301.064599,55.36,Critical
Satara,0.886672906,0.88365251,0.003020396,108,67,3138971,3.0,175,27832.40538419726,13.264099915348167,2.660018718,26.78,Moderate
Satna,0.676054775,0.682682458,0.006627683,28,0,2619145,6.0,28,17706.85483667375,9.99098007964825,4.05632865,27.5,Moderate
Sawai Madhopur,1.752297609,0.2640657,1.488231909,121,254,1511281,22.0,375,26482.14082827129,24.93251195471784,38.550547398,35.9,High
Sehore,1.308962201,0.443833329,0.865128872,36,2,1581777,5.0,38,20704.863034111768,18.684205110995947,6.544811005,25.6,Moderate
Senapati,0.710207411,0.0,0.710207411,0,0,459428,7.0,0,3262.8917042090798,9.259499352700834,4.971451877,20.98,Low
Seoni,1.235483561,0.815741223,0.419742338,18,0,1600897,5.0,18,19778.819263542166,17.650211159362005,6.177417804999999,25.69,Moderate
Serchhip,1.328475491,0.0,1.328475491,8,1,61426,3.0,9,816.02935510166,14.647245692983867,3.9854264730000004,11.38,Low
Shahdara,0.1,0.0,0.1,2,4,1645700,3.0,6,1645.7,1.4313676991227453,0.30000000000000004,22.95,Low
Shahdol,0.76725114,0.771098824,0.003847684,2,2,1075359,6.0,4,8250.7041865926,10.655711232226405,4.6035068400000005,24.1,Moderate
Shahid Bhagat Singh Nagar,10.97305613,0.067246598,10.90580953,5,0,636289,6.0,5,69820.34911901571,146.6374448715707,65.83833677999999,34.28,High
Shahjahanpur,4.764711247,0.007833177,4.75687807,64,3,3533793,20.0,67,168375.03251669873,71.84175699229624,95.29422494,41.71,Critical
Shajapur,0.571010644,0.057503291,0.513507353,7,0,1036523,6.0,7,5918.656657508121,7.90928733578961,3.426063864,23.48,Low
Shamli,1.857718186,0.0,1.857718186,44,3,1373173,26.0,47,25509.68454624178,26.254453810779925,48.300672836000004,37.92,Critical
Sheikhpura,3.509671673,0.004092988,3.505578685,82,0,820089,28.0,82,28782.431326388974,47.791793601928966,98.270806844,39.07,Critical
Sheohar,9.002316572,0.0,9.002316572,136,1,851775,23.0,137,76679.48198115299,122.92734271736195,207.053281156,43.0,Critical
Sheopur,1.417634793,0.185883526,1.231751267,5,0,890783,7.0,5,12628.04973812919,19.42139430073247,9.923443551,24.54,Moderate
Shi Yomi,0.730870815,0.051292052,0.679578763,4,1,12507,5.0,5,91.41001283204999,6.895125691007737,3.6543540749999996,5.51,Low
Shimla,0.771392749,0.035574686,0.735818063,355,172,904737,4.0,527,6979.07561552013,10.579960632643218,3.085570996,22.0,Low
Shivamogga,1.276369106,1.203198506,0.0731706,74,12,1877441,9.0,86,23963.07690737746,18.437688793998024,11.487321954,28.85,High
Shivpuri,0.728096946,0.56739149,0.160705456,13,0,2047132,6.0,13,14905.10557258872,10.580669022869234,4.368581676,26.55,Moderate
Shrawasti,7.721578816,0.028878669,7.692700147,47,1,1390228,24.0,48,107347.55074210049,109.22157050601129,185.317891584,43.98,Critical
Shupiyan,1.082625131,0.002022763,1.080602368,32,1,391024,6.0,33,4233.32409224144,13.940451487196643,6.495750785999999,20.21,Low
Siang,2.518308001,0.498407734,2.019900267,4,1,48365,5.0,5,1217.9796646836498,27.163861127791783,12.591540004999999,13.23,Low
Siddharthnagar,13.40492833,0.022007889,13.38292044,0,0,3367475,1.0,0,451407.61028066755,201.47170360148087,13.40492833,40.93,Critical
Siddipet,0.469975702,0.091876715,0.378098987,2,0,1102022,7.0,2,5179.235630694439,6.538611275854193,3.289829914,24.2,Moderate
Sidhi,2.184368869,0.402325215,1.782043654,2,0,1292335,8.0,2,28229.363423191153,30.738355699839566,17.474950952,27.62,Moderate
Sikar,0.420855874,0.0,0.420855874,87,2,3026385,6.0,89,12736.7190423549,6.280381589822344,2.5251352440000003,27.53,Moderate
Simdega,1.054648305,0.125948542,0.928699763,1,0,677321,2.0,1,7143.35444590905,14.15960485762403,2.10929661,20.05,Low
Sindhudurg,1.40862314,0.632545644,0.776077496,190,103,808570,4.0,293,11389.704123098,19.161534057925433,5.63449256,22.53,Low
Singrauli,1.521857949,0.715195816,0.806662133,6,0,1558134,8.0,6,23712.58613507166,21.700172724910654,12.174863592,27.66,Moderate
Sipahijala,0.601362713,0.003254841,0.598107872,10,1,477873,4.0,11,2873.7500374944902,7.864081764452828,2.405450852,19.24,Low
Sirmaur,1.011405104,0.033540578,0.977864526,84,14,564300,5.0,98,5707.359001872001,13.394384781152873,5.05702552,21.0,Low
Sirohi,0.276456745,0.023800256,0.252656489,71,6,1264133,22.0,77,3494.78094427085,3.884189030159388,6.08204839,33.3,High
Sirsa,9.796778385,0.001758909,9.795019476,44,5,1511023,6.0,49,148031.57465637854,139.39148352290306,58.78067031,36.26,High
Sitamarhi,4.621194206,0.001510558,4.619683648,196,1,4182895,20.0,197,193299.70138306372,70.45710394956375,92.42388412,42.2,Critical
Sitapur,3.400453125,0.025174919,3.375278206,177,11,5391584,13.0,188,183338.286615,52.708213469382265,44.205890624999995,37.61,High
